EventID,PeriodID,ParkCode,Route,SurveyNumber,Round,DeerDate,StartTime,BeginningTemperatureInCelsius,BeginningHumidityInPercent,BeginningWindInMetersPerSecond,BeginningWindDirectionInDegrees,BeginningPrecipitation,EndTime,EndingTemperatureInCelsius,EndingHumidityInPercent,EndingWindInMetersPerSecond,EndingWindDirectionInDegrees,EndingPrecipitation,MoonIlluminationInPercent,DeerTotal,BeginningCloudCoverInPercent,EndingCloudCoverInPercent,FieldNotes,dwcType,BasisofRecord,ScientificName,TaxonRank
PERIDeerSV2010Jan261835,PERIDeerSV2010Jan12,PERI,Tour Road,3,A,2010-01-26,18:35:00,-2.1,65.8,0.6,234,No rain,19:30:00,-1.5,74.3,0,-9999,No rain,87,17, 1 - 5, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan261935,PERIDeerSV2010Jan12,PERI,Tour Road,3,B,2010-01-26,19:35:00,-1.5,74.3,0,-9999,No rain,20:24:00,-2.1,74.3,0.4,222,No rain,87,11, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan262035,PERIDeerSV2010Jan12,PERI,Tour Road,3,C,2010-01-26,20:35:00,-2.1,74.3,0,-9999,No rain,21:32:00,-3.6,84,0,-9999,No rain,87,12, 75 - 95, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Feb081850,PERIDeerSV2011Jan04,PERI,Tour Road,5,A,2011-02-08,18:50:00,-4.7,52.8,5.3,250,No rain,19:50:00,-3.9,53.6,2.1,250,No rain,22,37, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Feb081953,PERIDeerSV2011Jan04,PERI,Tour Road,5,B,2011-02-08,19:53:00,-3.9,53.6,2.1,250,No rain,20:48:00,-4.1,55.7,1.5,250,No rain,22,21, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Feb082050,PERIDeerSV2011Jan04,PERI,Tour Road,5,C,2011-02-08,20:50:00,-4.1,55.7,1.5,250,No rain,21:43:00,-4.7,50.6,2.8,250,No rain,22,12, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan041814,PERIDeerSV2011Jan04,PERI,Tour Road,1,A,2011-01-04,18:14:00,5.7,34.7,1.7,340,No rain,19:18:00,5.9,35.5,1.9,340,No rain,0,38, 95 - 100, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan041920,PERIDeerSV2011Jan04,PERI,Tour Road,1,B,2011-01-04,19:20:00,5.9,35.5,1.9,340,No rain,20:11:00,4.8,33.1,1.9,340,No rain,0,27, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan042013,PERIDeerSV2011Jan04,PERI,Tour Road,1,C,2011-01-04,20:13:00,4.8,33.1,1.9,340,No rain,21:03:00,4.8,35.3,1.6,340,No rain,0,21, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan131823,PERIDeerSV2011Jan04,PERI,Tour Road,2,A,2011-01-13,18:23:00,-0.1,31.5,0.8,50,No rain,19:29:00,-1.7,46.3,0,-9999,No rain,58,48,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan131930,PERIDeerSV2011Jan04,PERI,Tour Road,2,B,2011-01-13,19:30:00,-1.7,46.3,0,-9999,No rain,20:26:00,-2,48.8,0,-9999,No rain,58,22,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan132030,PERIDeerSV2011Jan04,PERI,Tour Road,2,C,2011-01-13,20:30:00,-2,48.8,0,-9999,No rain,21:19:00,-2.4,52.8,0,-9999,No rain,58,17,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan191747,PERIDeerSV2011Jan04,PERI,Tour Road,3,A,2011-01-19,17:47:00,0.8,54.4,3.7,276,No rain,19:00:00,0.5,75.7,4.1,296,No rain,99,58, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan251835,PERIDeerSV2011Jan04,PERI,Tour Road,4,A,2011-01-25,18:35:00,2.5,47.3,0,-9999,No rain,19:37:00,-3.1,86.7,0,-9999,No rain,65,23,None present, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan251937,PERIDeerSV2011Jan04,PERI,Tour Road,4,B,2011-01-25,19:37:00,-3.1,86.7,0,-9999,No rain,20:25:00,-4.2,87.2,0,-9999,No rain,65,17, 1 - 5,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2011Jan252035,PERIDeerSV2011Jan04,PERI,Tour Road,4,C,2011-01-25,20:35:00,-4.2,87.2,0,-9999,No rain,21:24:00,-4.2,89.1,0,-9999,No rain,65,15,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Feb071849,PERIDeerSV2012Jan04,PERI,Tour Road,6,A,2012-02-07,18:49:00,9,51.6,0.7,110,Light drizzle,19:56:00,3.9,84.9,0.9,110,Light drizzle,100,33, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Feb072000,PERIDeerSV2012Jan04,PERI,Tour Road,6,B,2012-02-07,20:00:00,3.9,84.9,0.9,110,Light drizzle,21:09:00,3.6,88.1,0.8,110,Light drizzle,100,34, 75 - 95, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Feb072111,PERIDeerSV2012Jan04,PERI,Tour Road,6,C,2012-02-07,21:11:00,3.6,88.1,0.8,110,Light drizzle,22:12:00,3.6,89.9,1.6,110,Light drizzle,100,24, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan041814,PERIDeerSV2012Jan04,PERI,Tour Road,1,A,2012-01-04,18:14:00,9.1,35.5,0.5,313,No rain,19:15:00,1.3,65,0,-9999,No rain,84,18,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan041917,PERIDeerSV2012Jan04,PERI,Tour Road,1,B,2012-01-04,19:17:00,1.3,65,0,-9999,No rain,20:07:00,1.5,69.9,0,-9999,No rain,84,7,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan042012,PERIDeerSV2012Jan04,PERI,Tour Road,1,C,2012-01-04,20:12:00,1.5,69.9,0,-9999,No rain,20:54:00,0,72.9,0,-9999,No rain,84,1,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan101819,PERIDeerSV2012Jan04,PERI,Tour Road,2,A,2012-01-10,18:19:00,6.6,75.1,0,-9999,Light rain,19:16:00,4.3,89.4,0.9,215,Light rain,95,46, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan101921,PERIDeerSV2012Jan04,PERI,Tour Road,2,B,2012-01-10,19:21:00,4.3,89.4,0.9,215,Light rain,20:15:00,4.3,92.7,1.7,215,Light drizzle,95,42, 95 - 100, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan102019,PERIDeerSV2012Jan04,PERI,Tour Road,2,C,2012-01-10,20:19:00,4.3,92.7,1.7,215,Light drizzle,21:11:00,1.1,91.4,0.5,215,Light drizzle,95,47, 75 - 95, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan181827,PERIDeerSV2012Jan04,PERI,Tour Road,3,A,2012-01-18,18:27:00,2.6,30.5,0.4,35,No rain,19:22:00,0,49.6,0,-9999,No rain,19,17, 75 - 95, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan181927,PERIDeerSV2012Jan04,PERI,Tour Road,3,B,2012-01-18,19:27:00,0,49.6,0,-9999,No rain,20:14:00,0.3,51.1,0.5,35,No rain,19,17, 5 - 25, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan182027,PERIDeerSV2012Jan04,PERI,Tour Road,3,C,2012-01-18,20:27:00,0.3,51.1,0.5,35,No rain,21:15:00,-2.3,57.4,0,-9999,No rain,19,15, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan241834,PERIDeerSV2012Jan04,PERI,Tour Road,4,A,2012-01-24,18:34:00,12,26.7,2.3,300,No rain,19:31:00,10.6,32.8,3.4,300,No rain,4,15, 75 - 95, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan241936,PERIDeerSV2012Jan04,PERI,Tour Road,4,B,2012-01-24,19:36:00,10.6,32.8,3.4,300,No rain,20:34:00,10.1,33.3,3.3,300,No rain,4,19, 50 - 75, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan242035,PERIDeerSV2012Jan04,PERI,Tour Road,4,C,2012-01-24,20:35:00,10.1,33.3,3.3,300,No rain,21:36:00,9.6,36.7,3.7,300,No rain,4,25, 75 - 95, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan311841,PERIDeerSV2012Jan04,PERI,Tour Road,5,A,2012-01-31,18:41:00,14.4,53.7,0,-9999,No rain,19:45:00,13.8,84.2,0.9,90,No rain,60,50, 75 - 95,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan311947,PERIDeerSV2012Jan04,PERI,Tour Road,5,B,2012-01-31,19:47:00,13.8,84.2,0.9,90,No rain,20:51:00,11.6,87.1,0,-9999,No rain,60,38,None present,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2012Jan312053,PERIDeerSV2012Jan04,PERI,Tour Road,5,C,2012-01-31,20:53:00,11.6,87.1,0,-9999,No rain,21:57:00,10.5,95.8,0,-9999,No rain,60,23,Trace - 1, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Feb051847,PERIDeerSV2013Jan08,PERI,Tour Road,4,A,2013-02-05,18:47:00,9.3,50.7,0,-9999,No rain,19:45:00,8.6,59.1,0.7,263,No rain,32,31,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Feb051948,PERIDeerSV2013Jan08,PERI,Tour Road,4,B,2013-02-05,19:48:00,8.6,59.1,0.7,263,No rain,20:36:00,6.1,64.4,0,-9999,No rain,32,30,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Feb052047,PERIDeerSV2013Jan08,PERI,Tour Road,4,C,2013-02-05,20:47:00,6.1,64.4,0,-9999,No rain,21:37:00,10.3,54.7,1.5,190,No rain,32,27,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Feb121855,PERIDeerSV2013Jan08,PERI,Tour Road,5,A,2013-02-12,18:55:00,4,67.5,1.2,240,Light rain,19:54:00,2.4,87.6,0.7,240,Light rain,5,91, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Feb121955,PERIDeerSV2013Jan08,PERI,Tour Road,5,B,2013-02-12,19:55:00,2.4,87.6,0.7,240,Light rain,20:55:00,2.6,90.2,1.1,240,Light rain,5,76, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Feb122055,PERIDeerSV2013Jan08,PERI,Tour Road,5,C,2013-02-12,20:55:00,2.6,90.2,1.1,240,Light rain,21:53:00,2,91.5,2,240,Light drizzle,5,70, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan081818,PERIDeerSV2013Jan08,PERI,Tour Road,1,A,2013-01-08,18:18:00,8.9,83.5,0.8,236,Light rain,19:28:00,7.9,94,0.8,236,Light rain,18,77, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan081930,PERIDeerSV2013Jan08,PERI,Tour Road,1,B,2013-01-08,19:30:00,7.9,94,0.8,236,Light rain,20:37:00,8.2,95.5,0.8,236,Light rain,18,67, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan231833,PERIDeerSV2013Jan08,PERI,Tour Road,2,A,2013-01-23,18:33:00,9.3,58.2,0,-9999,No rain,19:36:00,5.1,85.3,0,-9999,No rain,86,32, 25 - 50, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan231938,PERIDeerSV2013Jan08,PERI,Tour Road,2,B,2013-01-23,19:38:00,5.1,85.3,0,-9999,No rain,20:30:00,4.5,88.4,0,-9999,No rain,86,21, 5 - 25, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan232033,PERIDeerSV2013Jan08,PERI,Tour Road,2,C,2013-01-23,20:33:00,4.5,88.4,0,-9999,No rain,21:14:00,7.8,75.5,1.6,72,No rain,86,28, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan291840,PERIDeerSV2013Jan08,PERI,Tour Road,3,A,2013-01-29,18:40:00,13.2,78.9,0.5,255,Light rain,19:40:00,11,95.2,1.2,255,Light rain,96,75, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan291943,PERIDeerSV2013Jan08,PERI,Tour Road,3,B,2013-01-29,19:43:00,11,95.2,1.2,255,Light rain,20:44:00,11.9,87.5,0.4,255,Light rain,96,72, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2013Jan292047,PERIDeerSV2013Jan08,PERI,Tour Road,3,C,2013-01-29,20:47:00,11.9,87.5,0.4,255,Light rain,21:40:00,10.7,97.7,1.3,255,Light rain,96,55, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb111856,PERIDeerSV2014Jan14,PERI,Tour Road,4,A,2014-02-11,18:56:00,-1.1,18.7,0.6,192,No rain,19:40:00,-3.4,36.5,0.5,192,No rain,88,13,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb111956,PERIDeerSV2014Jan14,PERI,Tour Road,4,B,2014-02-11,19:56:00,-3.4,36.5,0.5,192,No rain,20:38:00,-4.3,41.1,0.9,192,No rain,88,10,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb112056,PERIDeerSV2014Jan14,PERI,Tour Road,4,C,2014-02-11,50:56:00,-4.3,41.1,0.9,192,No rain,21:36:00,-6.4,52.7,0,-9999,No rain,88,14,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb191901,PERIDeerSV2014Jan14,PERI,Tour Road,5,A,2014-02-19,19:01:00,17.2,47.9,2.2,313,No rain,20:08:00,15.8,63.6,1.9,313,No rain,83,65, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb192011,PERIDeerSV2014Jan14,PERI,Tour Road,5,B,2014-02-19,20:11:00,15.8,63.6,1.9,313,No rain,21:11:00,15.9,69.1,4.5,313,No rain,83,54, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb192113,PERIDeerSV2014Jan14,PERI,Tour Road,5,C,2014-02-19,21:13:00,15.9,69.1,4.5,313,No rain,22:08:00,14.8,74.5,2,313,No rain,83,56, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb251908,PERIDeerSV2014Jan14,PERI,Tour Road,6,A,2014-02-25,19:08:00,1.2,31.8,2.5,180,No rain,19:54:00,0.1,49,4.5,180,No rain,23,44, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb252007,PERIDeerSV2014Jan14,PERI,Tour Road,6,B,2014-02-25,20:07:00,0.1,49,4.5,180,No rain,20:45:00,-1.6,53.5,5.2,180,No rain,23,20, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Feb252107,PERIDeerSV2014Jan14,PERI,Tour Road,6,C,2014-02-25,21:07:00,-1.6,53.5,5.2,180,No rain,21:51:00,-2.6,57.2,3.7,180,No rain,23,16, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan141820,PERIDeerSV2014Jan14,PERI,Tour Road,1,A,2014-01-14,18:20:00,2.7,38.6,1.3,80,No rain,19:05:00,2,43.2,2.6,80,No rain,97,18,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan141920,PERIDeerSV2014Jan14,PERI,Tour Road,1,B,2014-01-14,19:20:00,2,43.2,2.6,80,No rain,20:00:00,0.7,45,1.2,80,No rain,97,10,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan142020,PERIDeerSV2014Jan14,PERI,Tour Road,1,C,2014-01-14,20:20:00,0.7,45,1.2,80,No rain,20:50:00,-0.7,46.7,0.6,80,No rain,97,0,Trace - 1,None present,No deer,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan221835,PERIDeerSV2014Jan14,PERI,Tour Road,2,A,2014-01-22,18:35:00,1.5,34.1,0.7,140,No rain,19:43:00,-0.7,42.2,0,-9999,No rain,70,24, 5 - 25, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan221948,PERIDeerSV2014Jan14,PERI,Tour Road,2,B,2014-01-22,19:48:00,-0.7,42.2,0,-9999,No rain,20:44:00,-1.2,54.7,0.6,140,No rain,70,27, 75 - 95, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan222047,PERIDeerSV2014Jan14,PERI,Tour Road,2,C,2014-01-22,20:47:00,-1.2,54.7,0.6,140,No rain,21:29:00,-0.8,55.7,0,-9999,No rain,70,18, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan281838,PERIDeerSV2014Jan14,PERI,Tour Road,3,A,2014-01-28,18:38:00,-8.5,45.1,0,-9999,No rain,19:25:00,-10,56.2,0.9,185,No rain,11,14,None present,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan281938,PERIDeerSV2014Jan14,PERI,Tour Road,3,B,2014-01-28,19:38:00,-10,56.2,0.9,185,No rain,20:19:00,-10.9,64.2,0,-9999,No rain,11,6,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2014Jan282038,PERIDeerSV2014Jan14,PERI,Tour Road,3,C,2014-01-28,20:38:00,-10.9,64.2,0,-9999,No rain,21:20:00,-11.1,71,0,-9999,No rain,11,8,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Feb031844,PERIDeerSV2015Jan06,PERI,Tour Road,5,A,2015-02-03,18:44:00,7.5,36.3,0,-9999,No rain,19:42:00,5.7,45.4,1.3,342,No rain,99,45,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Feb031944,PERIDeerSV2015Jan06,PERI,Tour Road,5,B,2015-02-03,19:44:00,5.7,45.4,1.3,342,No rain,20:37:00,5.6,49.9,0.5,342,No rain,99,35,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Feb032044,PERIDeerSV2015Jan06,PERI,Tour Road,5,C,2015-02-03,20:44:00,5.7,49.9,0.5,342,No rain,21:37:00,4.8,52.6,0.4,342,No rain,99,47,Trace - 1, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Feb101851,PERIDeerSV2015Jan06,PERI,Tour Road,6,A,2015-02-10,18:51:00,9.5,44.8,1.3,300,No rain,20:00:00,6.5,56,0.5,300,No rain,69,58,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Feb102002,PERIDeerSV2015Jan06,PERI,Tour Road,6,B,2015-02-10,20:02:00,6.5,56,0.5,300,No rain,21:03:00,5.8,65.3,0,-9999,No rain,69,47,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Feb102105,PERIDeerSV2015Jan06,PERI,Tour Road,6,C,2015-02-10,21:05:00,5.8,65.3,0,-9999,No rain,22:03:00,2.8,71.1,1.1,300,No rain,69,38,Trace - 1, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan061815,PERIDeerSV2015Jan06,PERI,Tour Road,1,A,2015-01-06,18:15:00,1.2,43.6,0.7,110,No rain,19:20:00,-3,73.1,0,-9999,No rain,99,54,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan061921,PERIDeerSV2015Jan06,PERI,Tour Road,1,B,2015-01-06,19:21:00,-3,73.1,0,-9999,No rain,20:17:00,-3.3,74.2,0.4,110,No rain,99,34,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan062018,PERIDeerSV2015Jan06,PERI,Tour Road,1,C,2015-01-06,20:18:00,-3.3,74.2,0.4,110,No rain,21:12:00,-1.6,68,0,-9999,No rain,99,34,Trace - 1, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan131822,PERIDeerSV2015Jan06,PERI,Tour Road,2,A,2015-01-13,18:22:00,-0.8,43.1,0.6,210,No rain,19:18:00,-2.8,59.6,0.4,210,No rain,52,47, 5 - 25,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan131922,PERIDeerSV2015Jan06,PERI,Tour Road,2,B,2015-01-13,19:22:00,-2.8,59.6,0.4,210,No rain,20:13:00,-3.8,60.7,0.4,210,No rain,52,27,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan132022,PERIDeerSV2015Jan06,PERI,Tour Road,2,C,2015-01-13,20:22:00,-3.8,60.7,0.4,210,No rain,21:06:00,-3.5,60.2,0.4,210,No rain,52,23,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan211830,PERIDeerSV2015Jan06,PERI,Tour Road,3,A,2015-01-21,18:30:00,6.5,51,0,-9999,No rain,19:34:00,3.9,68.5,0,-9999,No rain,1,50, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan211935,PERIDeerSV2015Jan06,PERI,Tour Road,3,B,2015-01-21,19:35:00,3.9,68.5,0,-9999,No rain,20:33:00,3.5,69.7,0.6,153,No rain,1,49, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan212036,PERIDeerSV2015Jan06,PERI,Tour Road,3,C,2015-01-21,20:36:00,3.5,69.7,0.6,153,No rain,21:31:00,4.5,62.8,0,-9999,No rain,1,46, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan271835,PERIDeerSV2015Jan06,PERI,Tour Road,4,A,2015-01-27,18:35:00,7.3,45.5,0.7,292,No rain,19:32:00,7.3,45.5,0.9,292,No rain,51,61,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan271935,PERIDeerSV2015Jan06,PERI,Tour Road,4,B,2015-01-27,19:35:00,7.3,45.5,0.9,292,No rain,20:34:00,11.4,46.4,0.8,292,No rain,51,56,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2015Jan272035,PERIDeerSV2015Jan06,PERI,Tour Road,4,C,2015-01-27,20:35:00,11.4,46.4,0.8,292,No rain,21:36:00,7.1,55.5,0.9,292,No rain,51,66,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Feb021843,PERIDeerSV2016Jan05,PERI,Tour Road,5,A,2016-02-02,18:43:00,9.8,48.8,3.1,77,No rain,19:40:00,6.7,66.1,3.1,130,No rain,40,21,None present,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Feb021943,PERIDeerSV2016Jan05,PERI,Tour Road,5,B,2016-02-02,19:43:00,6.7,66.1,3.1,130,No rain,20:38:00,4.2,75.1,1.5,130,No rain,40,25,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Feb022043,PERIDeerSV2016Jan05,PERI,Tour Road,5,C,2016-02-02,20:43:00,4.2,75.1,1.5,130,No rain,21:37:00,3.5,59.9,1,130,No rain,40,20,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Feb091850,PERIDeerSV2016Jan05,PERI,Tour Road,6,A,2016-02-09,18:50:00,-0.6,30.3,4.4,151,No rain,19:46:00,-1.8,36.8,3.4,151,No rain,1,24,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Feb091950,PERIDeerSV2016Jan05,PERI,Tour Road,6,B,2016-02-09,19:50:00,-1.8,36.8,3.4,151,No rain,20:43:00,-2.8,39.3,2.7,151,No rain,1,16,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Feb092050,PERIDeerSV2016Jan05,PERI,Tour Road,6,C,2016-02-09,20:50:00,-2.8,39.3,2.7,151,No rain,21:37:00,-3.6,46.7,4.5,151,No rain,1,10,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Jan051813,PERIDeerSV2016Jan05,PERI,Tour Road,1,A,2016-01-05,18:13:00,1.8,39.1,1.3,283,No rain,19:02:00,-1.6,66.1,0.9,283,No rain,23,22, 5 - 25, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Jan051913,PERIDeerSV2016Jan05,PERI,Tour Road,1,B,2016-01-05,19:13:00,-1.6,66.1,0.9,283,No rain,19:58:00,-0.3,59.7,0.9,283,No rain,23,15, 1 - 5, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Jan052013,PERIDeerSV2016Jan05,PERI,Tour Road,1,C,2016-01-05,20:13:00,-0.3,59.7,0.9,283,No rain,20:56:00,0.9,54.3,3.5,283,No rain,23,12, 1 - 5, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Jan121821,PERIDeerSV2016Jan05,PERI,Tour Road,2,A,2016-01-12,18:21:00,0.7,60.7,0.4,232,No rain,19:17:00,0.8,68.2,0.5,232,No rain,6,4,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2016Jan121921,PERIDeerSV2016Jan05,PERI,Tour Road,2,B,2016-01-12,19:21:00,0.8,68.2,0.5,232,No rain,20:14:00,-0.6,70.3,0.1,232,No rain,6,5,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
