ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,SiteNumber,SampleLocation,RiparianCover_0to25_Meters,RiparianCover_26to50_Meters,RiparianCover_51to75_Meters,RiparianCover_76to100_Meters,RiparianCover_GT100_Meters,StreamBankErosionCover,dwcType,dwcBasisOfRecord
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,5,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,main,5,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,3,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),3,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),3,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,3,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),6,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),3,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,5,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,main,5,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),3,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,3,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,5,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,main,5,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),7,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,main,5,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),3,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),6,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,3,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),6,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,3,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,5,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,main,5,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,3,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),4,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,5,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,main,5,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),0,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,1,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,1,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,2,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,2,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,3,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,3,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,4,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,4,Right,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,main,5,Left,Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),Wetlan/native grasses & forbes (prairie),2,Event,HumanObservation
