"ParkName","ParkCode","Season","LocationID","EventID","RiffleNo","Replicate","Width","Depth","Velocity","Substrate","Substrate_mm","Embeddedness","Embeddedness%","Vegetation","Vegetation%","Algae","Algae%","Periphyton","Periphyton%","Deposition","Deposition%","Organics","Organics%","DETimeStamp"
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT19","BUFFRMINVE2019Nov06",3,"M",-999.00,26.00,0.74,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT19","BUFFRMINVE2019Nov06",3,"R",-999.00,28.00,0.52,15.00,54.50,3.00,57.50,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",1,"L",-999.00,26.00,0.57,13.00,27.30,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",1,"M",-999.00,18.00,0.54,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",1,"R",-999.00,26.00,0.64,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",2,"L",-999.00,12.00,0.14,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",2,"M",-999.00,18.00,0.75,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",2,"R",-999.00,16.00,0.60,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",3,"L",-999.00,16.00,0.53,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",3,"M",-999.00,27.00,0.65,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT20","BUFFRMINVE2019Nov05",3,"R",-999.00,30.00,0.90,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",1,"L",-999.00,10.00,0.32,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",1,"M",-999.00,18.00,0.52,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",1,"R",-999.00,12.00,0.52,15.00,54.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",2,"L",-999.00,18.00,0.33,18.00,154.00,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",2,"M",-999.00,20.00,0.57,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",2,"R",-999.00,18.00,0.58,12.00,19.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",3,"L",-999.00,16.00,0.35,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",3,"M",-999.00,12.00,0.44,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT27","BUFFRMINVE2019Nov05",3,"R",-999.00,12.00,0.57,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",1,"L",-999.00,13.00,0.24,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",1,"M",-999.00,10.00,0.51,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",1,"R",-999.00,20.00,0.28,15.00,54.50,1.00,5.00,0.00,0.00,1.00,5.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",2,"L",-999.00,10.00,0.46,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",2,"M",-999.00,6.00,0.27,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",2,"R",-999.00,6.00,0.15,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",3,"L",-999.00,16.00,0.24,15.00,54.50,3.00,57.50,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",3,"M",-999.00,6.00,0.24,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT30","BUFFRMINVE2019Nov19",3,"R",-999.00,12.00,0.37,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",1,"L",-999.00,8.00,0.15,13.00,27.30,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",1,"M",-999.00,12.00,0.26,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",1,"R",-999.00,10.00,0.43,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",2,"L",-999.00,10.00,0.26,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",2,"M",-999.00,4.00,0.22,12.00,19.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",2,"R",-999.00,6.00,0.21,11.00,13.65,3.00,57.50,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",3,"L",-999.00,10.00,0.29,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",3,"M",-999.00,10.00,0.20,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Buffalo National River","BUFF",2019,"BUFFRMINVEBT31","BUFFRMINVE2019Nov19",3,"R",-999.00,10.00,0.32,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",1,"L",-999.00,12.00,0.28,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",1,"M",-999.00,7.00,0.24,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",1,"R",-999.00,8.00,0.26,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",2,"L",-999.00,12.00,0.57,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",2,"M",-999.00,11.00,0.45,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",2,"R",-999.00,12.00,0.35,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",3,"L",-999.00,8.00,0.45,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",3,"M",-999.00,12.00,0.63,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug01","GWCAAquBug2019May06",3,"R",-999.00,12.00,0.32,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",1,"L",-999.00,12.00,0.25,12.00,19.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",1,"M",-999.00,16.00,0.32,15.00,54.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",1,"R",-999.00,15.00,0.17,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",2,"L",-999.00,12.00,0.30,11.00,13.65,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",2,"M",-999.00,10.00,0.22,11.00,13.65,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",2,"R",-999.00,12.00,0.13,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",3,"L",-999.00,12.00,0.14,11.00,13.65,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",3,"M",-999.00,11.00,0.23,17.00,109.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug02","GWCAAquBug2019May06",3,"R",-999.00,10.00,0.33,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",1,"L",-999.00,16.00,0.41,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",1,"M",-999.00,16.00,0.40,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",1,"R",-999.00,22.00,0.52,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",2,"L",-999.00,8.00,0.72,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",2,"M",-999.00,20.00,0.82,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",2,"R",-999.00,8.00,0.52,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",3,"L",-999.00,10.00,0.81,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",3,"M",-999.00,19.00,0.42,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"George Washington Carver National Monument","GWCA",2019,"GWCAAquBug03","GWCAAquBug2019May06",3,"R",-999.00,15.00,0.51,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",1,"L",-999.00,28.00,0.74,17.00,109.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",1,"M",-999.00,30.00,0.89,15.00,54.50,2.00,25.00,1.00,5.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",1,"R",-999.00,24.00,0.65,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",2,"L",-999.00,24.00,0.36,16.00,77.00,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",2,"M",-999.00,34.00,0.48,16.00,77.00,2.00,25.00,1.00,5.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",2,"R",-999.00,30.00,0.62,14.00,38.50,2.00,25.00,1.00,5.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",3,"L",-999.00,30.00,0.68,14.00,38.50,2.00,25.00,1.00,5.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",3,"M",-999.00,22.00,0.62,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug02","WICRAquBug2019Jun11",3,"R",-999.00,28.00,0.85,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",1,"L",-999.00,12.00,0.30,15.00,54.50,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",1,"M",-999.00,20.00,0.34,15.00,54.50,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",1,"R",-999.00,20.00,0.44,16.00,77.00,2.00,25.00,3.00,57.50,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",2,"L",-999.00,8.00,0.32,13.00,27.30,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",2,"M",-999.00,10.00,0.10,14.00,38.50,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",2,"R",-999.00,22.00,0.33,15.00,54.50,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",3,"L",-999.00,24.00,0.64,15.00,54.50,1.00,5.00,1.00,5.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",3,"M",-999.00,18.00,0.23,14.00,38.50,1.00,5.00,1.00,5.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAquBug03","WICRAquBug2019Jun11",3,"R",-999.00,10.00,0.16,13.00,27.30,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",1,"L",-999.00,26.00,0.43,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",1,"M",-999.00,18.00,0.53,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",1,"R",-999.00,18.00,0.46,14.00,38.50,2.00,25.00,2.00,25.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",2,"L",-999.00,14.00,0.24,11.00,13.65,2.00,25.00,0.00,0.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",2,"M",-999.00,20.00,0.38,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",2,"R",-999.00,22.00,0.34,14.00,38.50,2.00,25.00,1.00,5.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",3,"L",-999.00,12.00,0.37,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",3,"M",-999.00,20.00,0.59,14.00,38.50,2.00,25.00,1.00,5.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Wilsons Creek National Battlefield","WICR",2019,"WICRAQUBUG04","WICRAquBug2019Jun11",3,"R",-999.00,27.00,0.61,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",1,"L",-999.00,44.00,0.70,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:43:19
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",1,"M",-999.00,36.00,0.56,14.00,38.50,2.00,25.00,1.00,5.00,0.00,0.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:43:30
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",1,"R",-999.00,21.00,0.46,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:43:51
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",2,"L",-999.00,28.00,0.99,14.00,38.50,1.00,5.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:42:26
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",2,"M",-999.00,21.00,0.65,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:42:49
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",2,"R",-999.00,19.00,0.53,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,1.00,5.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:43:07
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",3,"L",-999.00,54.00,1.07,14.00,38.50,1.00,5.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:41:21
"Ozark National Scenic Riverways - RIVERS","OZAR",2020,"OZARRMINVECM01","OZARRMINVE2020Nov17",3,"M",-999.00,42.00,0.83,13.00,27.30,2.00,25.00,0.00,0.00,2.00,25.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,2/24/2023 8:42:00
