ParkName,ParkCode,LocationID,PeriodID,EventID,TransectNumber,SampleLocation,SampleLocationDescr,ChannelType,ChannelTypeDescr,HydroMoss_HY,Boulders_BO,Artificial_AR,SmallWoodDeb_SWD,LargeWoodDeb_LWD,TreesRoots_TR,OverhangVeg_OV,UndercutBank_UC,Bluff_BL,Comment
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,3,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,4,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,4,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,4,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,5,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,5,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,5,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,7,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,8,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,9,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,10,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,11,M,Middle,main,The channel that contains the majority of flow,0,-1,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,11,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,1,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,2,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,2,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,3,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,4,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,4,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,5,M,Middle,main,The channel that contains the majority of flow,0,-1,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,5,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,6,M,Middle,main,The channel that contains the majority of flow,0,-1,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,7,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,7,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,1,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,3,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,4,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,7,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,8,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,9,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,10,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,10,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,0,0,0,generator broke so only 342 meters were measured for habitat. There is no transect 11
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,1,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,2,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,2,R,Right,main,The channel that contains the majority of flow,0,0,0,0,-1,-1,-1,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,4,L,Left,main,The channel that contains the majority of flow,0,0,0,0,-1,-1,-1,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,5,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,7,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,7,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,9,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,10,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,Veg. along bank
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,11,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,-1,0,23m last transect
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
