ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,ChannelTypeDescr,TransectNumber,SampleLocation,SampleLocationDescr,Season,BankAngle,BankAngleDescr,BankVegCover,BankVegCoverDescr,BankHeight,BankHeightDescr,BankSubstrate,BankSubstrateDescr,LargeTrees_TR,SmTreesShrubs_SH,GrassForbes_GR,BareRockSediment_BA,Artificial_AR,Comment
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,4,R,Right,2012,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,5.00,Silt,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,5,L,Left,2012,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,1.00,Bedrock/artificial,-1,-1,0,0,0,cinderblock square structure
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,5,R,Right,2012,3.00,>60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,6,L,Left,2012,2.00,31-60 degrees,1.00,>80%,4.00,3.1-4 meter,1.00,Bedrock/artificial,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,6,R,Right,2012,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,7,L,Left,2012,2.00,31-60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,7,R,Right,2012,3.00,>60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,8,L,Left,2012,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,8,R,Right,2012,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,9,L,Left,2012,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,9,R,Right,2012,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,10,L,Left,2012,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,10,R,Right,2012,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,0,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,11,L,Left,2012,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,main,The channel that contains the majority of flow,11,R,Right,2012,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,uprooted tree
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,1,L,Left,2015,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,1,R,Right,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,2,L,Left,2015,2.00,31-60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,2,R,Right,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,0,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,3,L,Left,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,left gravel bar 3.0m
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,3,R,Right,2015,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,0,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,4,L,Left,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,4,R,Right,2015,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,5,L,Left,2015,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,1.00,Bedrock/artificial,0,-1,0,0,0,old bridge/road crossing
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,5,R,Right,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,6,L,Left,2015,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,1.00,Bedrock/artificial,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,6,R,Right,2015,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,7,L,Left,2015,2.00,31-60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,7,R,Right,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,8,L,Left,2015,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,8,R,Right,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,9,L,Left,2015,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,9,R,Right,2015,1.00,0-30 degrees,2.00,50-80%,1.00,0-1 meter,10.00,Gravel/sand,-1,0,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,10,L,Left,2015,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,10,R,Right,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,11,L,Left,2015,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,Main,The channel that contains the majority of flow,11,R,Right,2015,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,1,L,Left,2018,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,10.00,Gravel/sand,0,0,-1,0,0,Pasture
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,1,R,Right,2018,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,2,L,Left,2018,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,10.00,Gravel/sand,0,-1,-1,0,0,Pasture
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,2,R,Right,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,3,L,Left,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,0,-1,0,0,Pasture
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,3,R,Right,2018,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,0,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,4,L,Left,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,0,-1,0,0,Pasture
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,4,R,Right,2018,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,5,L,Left,2018,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,0,-1,0,0,Pasture
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,5,R,Right,2018,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,6,L,Left,2018,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,10.00,Gravel/sand,0,-1,-1,0,0,Pasture
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,6,R,Right,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,7,L,Left,2018,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,1.00,Bedrock/artificial,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,7,R,Right,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,8,L,Left,2018,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,8,R,Right,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,9,L,Left,2018,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,9,R,Right,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,10,L,Left,2018,3.00,>60 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,10,R,Right,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,11,L,Left,2018,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,0,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,main,The channel that contains the majority of flow,11,R,Right,2018,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,1,L,Left,2021,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,2.00,Boulder/cobble,-1,0,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,1,R,Right,2021,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,2.00,Boulder/cobble,-1,0,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,2,L,Left,2021,2.00,31-60 degrees,4.00,<20%,3.00,2.1-3 meter,10.00,Gravel/sand,0,0,0,-1,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,2,R,Right,2021,1.00,0-30 degrees,2.00,50-80%,2.00,1.1-2 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,3,L,Left,2021,1.00,0-30 degrees,3.00,20-49%,1.00,0-1 meter,2.00,Boulder/cobble,0,0,0,-1,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,3,R,Right,2021,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,4,L,Left,2021,1.00,0-30 degrees,3.00,20-49%,1.00,0-1 meter,1.00,Bedrock/artificial,0,0,0,-1,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,4,R,Right,2021,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,5,L,Left,2021,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,1.00,Bedrock/artificial,-1,-1,-1,0,-1,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,5,R,Right,2021,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,2.00,Boulder/cobble,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,6,L,Left,2021,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,1.00,Bedrock/artificial,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,6,R,Right,2021,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,7,L,Left,2021,2.00,31-60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,7,R,Right,2021,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,8,L,Left,2021,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,8,R,Right,2021,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,9,L,Left,2021,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,9,R,Right,2021,1.00,0-30 degrees,2.00,50-80%,1.00,0-1 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,10,L,Left,2021,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,0,-1,-1,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,10,R,Right,2021,1.00,0-30 degrees,2.00,50-80%,1.00,0-1 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,11,L,Left,2021,1.00,0-30 degrees,2.00,50-80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,0,0,0,
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,main,The channel that contains the majority of flow,11,R,Right,2021,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,0,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,1,L,Left,2006,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,1,R,Right,2006,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,5.00,Silt,0,0,0,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,2,L,Left,2006,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,2,R,Right,2006,3.00,>60 degrees,3.00,20-49%,5.00,>4 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,3,L,Left,2006,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,3,R,Right,2006,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,4,L,Left,2006,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,10.00,Gravel/sand,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,4,R,Right,2006,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,5,L,Left,2006,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,5,R,Right,2006,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,6,L,Left,2006,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,10.00,Gravel/sand,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,6,R,Right,2006,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,7,L,Left,2006,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,2.00,Boulder/cobble,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,7,R,Right,2006,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,8,L,Left,2006,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,2.00,Boulder/cobble,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,8,R,Right,2006,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,9,L,Left,2006,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,2.00,Boulder/cobble,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,9,R,Right,2006,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,0,0,-1,0,0,1.5 meter gravel bar on right bank
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,10,L,Left,2006,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,1.00,Bedrock/artificial,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,10,R,Right,2006,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,2.00,Boulder/cobble,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,11,L,Left,2006,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,5.00,Silt,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2006Jun15,WICRStfish2006Jun15,main,The channel that contains the majority of flow,11,R,Right,2006,3.00,>60 degrees,2.00,50-80%,5.00,>4 meter,8.00,Sand,0,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2007May09,WICRStfish2007May09,main,The channel that contains the majority of flow,1,L,Left,2007,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,-1,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2007May09,WICRStfish2007May09,main,The channel that contains the majority of flow,1,R,Right,2007,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,-1,0,-1,0,0,
Wilson's Creek National Battlefield,WICR,WICRStfish01,WICRStfish2007May09,WICRStfish2007May09,main,The channel that contains the majority of flow,2,L,Left,2007,2.00,31-60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,-1,0,-1,0,0,
